survey,country,biomarker_family,population,specimen,instrument_or_kit,laboratory,survey_inflammation_adjustment,survey_cutoff,rbp_retinol_comparison,source_document,source_page,entered_by,entered_on
Gambia 2018,Gambia,vitA,child,serum (venous; shipped on dry ice to Germany),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant)",BRINDA regression for children (report),RBP < 0.70 umol/L,"RBP = 0.978 x retinol + 0.0153, R2 = 0.906, n = 14 (Figure A9-1, p. 142; RBP on retinol, both umol/L)",metadata/mn surveys/GNMS2018-Final-Report_190325 (2).pdf,"pp. 32-35 (2.5.7, 2.6.3); p. 142 (7.9)",Claude from the report PDF; verify,2026-09-08
Gambia 2018,Gambia,vitA,women,serum (venous),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant)",none for RBP in women (BRINDA guidance); Thurnham comparison in appendix,RBP < 0.70 umol/L,as above (14 samples pooled),metadata/mn surveys/GNMS2018-Final-Report_190325 (2).pdf,pp. 34-35; p. 142,Claude from the report PDF; verify,2026-09-08
Gambia 2018,Gambia,iron,child,serum (venous),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant)",BRINDA regression (CRP + AGP),ferritin < 12 ug/L,,metadata/mn surveys/GNMS2018-Final-Report_190325 (2).pdf,pp. 34-35,Claude from the report PDF; verify,2026-09-08
Gambia 2018,Gambia,iron,women,serum (venous),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant)",BRINDA regression (CRP + AGP),ferritin < 15 ug/L,,metadata/mn surveys/GNMS2018-Final-Report_190325 (2).pdf,pp. 34-35,Claude from the report PDF; verify,2026-09-08
Ghana 2017,Ghana,vitA,child,serum (venous; -20 C then dry ice),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant); serum retinol and MRDR by HPLC at the Tanumihardjo laboratory (University of Wisconsin-Madison)",Thurnham correction factors (BRINDA comparison in appendix),RBP < 0.70 umol/L,"slope 1.15 (RBP above retinol), R2 = 0.90, n = 300 children and women combined (Appendix 10, p. 121); intercept only in the figure",metadata/mn surveys/UoG-GroundWork_2017-GHANA-MICRONUTRIENT-SURVEY_Final_180607.pdf,pp. 30-31 (2.7.2); Appendix 10 p. 121,Claude from the report PDF; verify,2026-09-08
Ghana 2017,Ghana,vitA,women,serum (venous),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant)",none for RBP in women (BRINDA guidance); Thurnham comparison in appendix,RBP < 0.70 umol/L,as above,metadata/mn surveys/UoG-GroundWork_2017-GHANA-MICRONUTRIENT-SURVEY_Final_180607.pdf,pp. 30-31; p. 121,Claude from the report PDF; verify,2026-09-08
Ghana 2017,Ghana,iron,child,serum (venous),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant)",Thurnham correction factors (BRINDA comparison in appendix),ferritin < 12 ug/L,,metadata/mn surveys/UoG-GroundWork_2017-GHANA-MICRONUTRIENT-SURVEY_Final_180607.pdf,pp. 30-31,Claude from the report PDF; verify,2026-09-08
Ghana 2017,Ghana,iron,women,serum (venous),sandwich ELISA (Erhardt combined ferritin / sTfR / RBP / CRP / AGP),"VitMin Laboratory (Willstaett / Freiburg, Germany; VITAL-EQA participant)",Thurnham correction factors,ferritin < 15 ug/L,,metadata/mn surveys/UoG-GroundWork_2017-GHANA-MICRONUTRIENT-SURVEY_Final_180607.pdf,pp. 30-31,Claude from the report PDF; verify,2026-09-08
Ghana 2017,Ghana,folate,women,serum (half of the women's samples),Cobas e411 electrochemiluminescence analyzer (Roche),"USDA-ARS Western Human Nutrition Research Center (Davis, USA)",none,,,metadata/mn surveys/UoG-GroundWork_2017-GHANA-MICRONUTRIENT-SURVEY_Final_180607.pdf,p. 31,Claude from the report PDF; verify,2026-09-08
Ghana 2017,Ghana,b12,women,serum (half of the women's samples),Cobas e411 electrochemiluminescence analyzer (Roche),"USDA-ARS Western Human Nutrition Research Center (Davis, USA)",none,,,metadata/mn surveys/UoG-GroundWork_2017-GHANA-MICRONUTRIENT-SURVEY_Final_180607.pdf,p. 31,Claude from the report PDF; verify,2026-09-08
