country,outcome,metric,national_mean,arm,value,delta,lower_better,better
Gambia,child_vitA,mae_pp,11.133585145072736,covariates_only,10.67755154431192,-0.4560336007608168,TRUE,TRUE
Gambia,child_vitA,mae_pp,11.133585145072736,spatial_only,9.976050861076855,-1.157534283995881,TRUE,TRUE
Gambia,child_vitA,mae_pp,11.133585145072736,spatial_plus_covariates,12.624904908338952,1.4913197632662154,TRUE,FALSE
Gambia,child_vitA,mae_pp,11.133585145072736,matern_spamm,9.238702033805081,-1.8948831112676547,TRUE,TRUE
Gambia,child_vitA,rmse_pp,13.65476703058494,covariates_only,13.498247438281602,-0.15651959230333823,TRUE,TRUE
Gambia,child_vitA,rmse_pp,13.65476703058494,spatial_only,12.485881836694258,-1.1688851938906826,TRUE,TRUE
Gambia,child_vitA,rmse_pp,13.65476703058494,spatial_plus_covariates,16.170629043042243,2.515862012457303,TRUE,FALSE
Gambia,child_vitA,rmse_pp,13.65476703058494,matern_spamm,11.893996087665172,-1.760770942919768,TRUE,TRUE
Gambia,women_vitA,mae_pp,3.7140363678210013,covariates_only,4.153684043545178,0.43964767572417696,TRUE,FALSE
Gambia,women_vitA,mae_pp,3.7140363678210013,spatial_only,3.4600699914125563,-0.253966376408445,TRUE,TRUE
Gambia,women_vitA,mae_pp,3.7140363678210013,spatial_plus_covariates,4.228160873807884,0.5141245059868824,TRUE,FALSE
Gambia,women_vitA,mae_pp,3.7140363678210013,matern_spamm,3.5593641271659133,-0.154672240655088,TRUE,TRUE
Gambia,women_vitA,rmse_pp,5.006119441504722,covariates_only,6.111034175952406,1.104914734447684,TRUE,FALSE
Gambia,women_vitA,rmse_pp,5.006119441504722,spatial_only,4.789685189080176,-0.21643425242454573,TRUE,TRUE
Gambia,women_vitA,rmse_pp,5.006119441504722,spatial_plus_covariates,6.162391076145372,1.1562716346406505,TRUE,FALSE
Gambia,women_vitA,rmse_pp,5.006119441504722,matern_spamm,4.80188768107893,-0.20423176042579172,TRUE,TRUE
Gambia,child_iron,mae_pp,12.55974559519133,covariates_only,12.140850423362883,-0.4188951718284475,TRUE,TRUE
Gambia,child_iron,mae_pp,12.55974559519133,spatial_only,11.167786880667599,-1.3919587145237315,TRUE,TRUE
Gambia,child_iron,mae_pp,12.55974559519133,spatial_plus_covariates,15.580851488807323,3.0211058936159922,TRUE,FALSE
Gambia,child_iron,mae_pp,12.55974559519133,matern_spamm,12.559880616825513,1.3502163418266377e-4,TRUE,FALSE
Gambia,child_iron,rmse_pp,15.714740722714563,covariates_only,15.227801760091914,-0.4869389626226486,TRUE,TRUE
Gambia,child_iron,rmse_pp,15.714740722714563,spatial_only,13.768451823543693,-1.9462888991708702,TRUE,TRUE
Gambia,child_iron,rmse_pp,15.714740722714563,spatial_plus_covariates,18.11598660456702,2.401245881852457,TRUE,FALSE
Gambia,child_iron,rmse_pp,15.714740722714563,matern_spamm,15.613141183346253,-0.10159953936831023,TRUE,TRUE
Gambia,women_iron,mae_pp,14.411508273917509,covariates_only,10.838430742788843,-3.573077531128666,TRUE,TRUE
Gambia,women_iron,mae_pp,14.411508273917509,spatial_only,10.194510009617163,-4.216998264300345,TRUE,TRUE
Gambia,women_iron,mae_pp,14.411508273917509,spatial_plus_covariates,10.410569739215102,-4.0009385347024065,TRUE,TRUE
Gambia,women_iron,mae_pp,14.411508273917509,matern_spamm,10.934669192485984,-3.4768390814315246,TRUE,TRUE
Gambia,women_iron,rmse_pp,17.426982258817034,covariates_only,13.212759723961053,-4.214222534855981,TRUE,TRUE
Gambia,women_iron,rmse_pp,17.426982258817034,spatial_only,12.700405065803558,-4.726577193013476,TRUE,TRUE
Gambia,women_iron,rmse_pp,17.426982258817034,spatial_plus_covariates,13.925883983501055,-3.5010982753159787,TRUE,TRUE
Gambia,women_iron,rmse_pp,17.426982258817034,matern_spamm,13.395142010574634,-4.0318402482424,TRUE,TRUE
